Time of Day	Event type	Apparition Type	Image/Video/Visual Evidence	Audio Evidence
Unknown	Fire and Destruction	Several Ghosts	True	False
night	Ghostly Sightings	Several Ghosts	False	True
night	Murder	Female Ghost	True	True
Unknown		Unknown	True	False
Unknown	Unexplained Movements and Physical Manifestations	Child Ghost	False	False
night	Object and Environmental Manipulation	Unknown	True	True
night	Ghostly Sightings	Unknown	False	True
night	Ghostly Sightings	Male Ghost	False	False
night	Ghostly Sightings	Child Ghost	True	True
Unknown		Unknown	False	True
Unknown	Sounds and Noises	Unknown	True	True
Unknown	Unexplained Movements and Physical Manifestations	Orb	False	True
night		Unknown	True	False
night	Sounds and Noises	Unknown	True	True
Unknown	Ghostly Sightings	Female Ghost	True	False
night	Unexplained Movements and Physical Manifestations	Unknown	False	True
night	Mysterious Occurrences	Orb	True	False
night	Murder	Unknown	False	False
night	Ghostly Sightings	Several Ghosts	True	True
Unknown	Unexplained Movements and Physical Manifestations	Child Ghost	False	True
Unknown	Ghostly Sightings	Female Ghost	False	False
night	Ghostly Sightings	Male Ghost	True	False
night	Ghostly Sightings	Female Ghost	True	False
night	Sounds and Noises	Several Ghosts	True	True
evening	Violent or Tragic Deaths	Unknown	True	True
Unknown	Ghostly Sightings	Child Ghost	True	False
Unknown	Ghostly Sightings	Several Ghosts	True	False
night	Fire and Destruction	Unknown	False	False
Unknown	Unexplained Movements and Physical Manifestations	Unknown	True	False
Unknown	Ghostly Sightings	Several Ghosts	False	True
night	Ghostly Sightings	Unknown	True	False
night	Unexplained Movements and Physical Manifestations	Unknown	True	False
night	Sounds and Noises	Unknown	False	True
night	Ghostly Sightings	Unknown	True	True
Unknown	Sounds and Noises	Unknown	True	True
Unknown	Ghostly Sightings	Several Ghosts	True	True
Unknown	Ghostly Sightings	Several Ghosts	False	True
night	Mysterious Occurrences	Unknown	True	True
Unknown		Unknown	False	False
Unknown	Unexplained Movements and Physical Manifestations	Female Ghost	True	True
night	Unexplained Movements and Physical Manifestations	Unknown	False	False
Unknown	Ghostly Sightings	Male Ghost	True	False
Unknown	Violent or Tragic Deaths	Unknown	False	True
night	Ghostly Sightings	Female Ghost	True	False
night	Murder	Female Ghost	False	True
Unknown	Ghostly Sightings	Several Ghosts	True	False
night	Mysterious Occurrences	Unknown	False	True
Unknown	Ghostly Sightings	Several Ghosts	True	True
night	Violent or Tragic Deaths	Female Ghost	True	True
Unknown	Violent or Tragic Deaths	Female Ghost	True	False
night	Fire and Destruction	Unknown	True	True
Unknown	Ghostly Sightings	Child Ghost	True	False
evening	Unexplained Movements and Physical Manifestations	Several Ghosts	False	True
Unknown	Sounds and Noises	Female Ghost	True	True
Unknown		Unknown	True	False
Unknown		Several Ghosts	True	False
night	Fire and Destruction	Female Ghost	True	True
night	Unexplained Movements and Physical Manifestations	Child Ghost	True	True
Unknown	Sounds and Noises	Unknown	True	True
night	Murder	Unknown	True	True
night	Ghostly Sightings	Female Ghost	False	True
Unknown	Violent or Tragic Deaths	Child Ghost	False	False
night	Ghostly Sightings	Several Ghosts	True	True
night	Murder	Child Ghost	False	True
morning	Mysterious Occurrences	Unknown	False	True
Unknown	Unexplained Movements and Physical Manifestations	Unknown	True	False
night		Unknown	True	False
night		Unknown	False	False
night		Unknown	False	False
night	Mysterious Occurrences	Female Ghost	True	True
Unknown	Unexplained Movements and Physical Manifestations	Unknown	True	True
night		Unknown	False	False
night	Murder	Female Ghost	True	True
Unknown	Murder	Unknown	True	False
Unknown		Unknown	True	False
Unknown		Several Ghosts	True	False
Unknown	Mysterious Occurrences	Orb	True	False
night	Unexplained Movements and Physical Manifestations	Unknown	True	True
Unknown	Ghostly Sightings	Ghost	True	False
Unknown		Unknown	True	True
night	Sounds and Noises	Unknown	True	True
Unknown	Murder	Unknown	True	False
night	Object and Environmental Manipulation	Unknown	False	True
night		Unknown	True	False
morning		Unknown	True	True
morning	Ghostly Sightings	Male Ghost	False	True
night	Fire and Destruction	Unknown	True	True
Unknown	Ghostly Sightings	Several Ghosts	False	True
night	Object and Environmental Manipulation	Unknown	False	False
Unknown	Ghostly Sightings	Female Ghost	True	False
night		Unknown	False	False
Unknown	Unexplained Movements and Physical Manifestations	Several Ghosts	True	False
Unknown		Unknown	False	True
night	Violent or Tragic Deaths	Several Ghosts	True	False
night	Ghostly Sightings	Several Ghosts	False	False
Unknown	Unexplained Movements and Physical Manifestations	Unknown	True	False
night	Ghostly Sightings	Several Ghosts	True	True
night		Unknown	True	True
Unknown	Sounds and Noises	Several Ghosts	True	True
Unknown	Unexplained Movements and Physical Manifestations	Several Ghosts	True	True
Unknown	Unexplained Movements and Physical Manifestations	Female Ghost	True	False
Unknown		Unknown	True	True
Unknown		Unknown	True	False
night	Unexplained Movements and Physical Manifestations	Unknown	True	True
night	Unexplained Movements and Physical Manifestations	Unknown	False	True
night	Murder	Unknown	True	True
Unknown	Unexplained Movements and Physical Manifestations	Child Ghost	True	False
night	Murder	Several Ghosts	False	True
Unknown		Unknown	True	False
night	Ghostly Sightings	Female Ghost	False	True
night	Sounds and Noises	Unknown	False	True
night	Sounds and Noises	Unknown	False	True
night	Object and Environmental Manipulation	Unknown	False	True
night	Object and Environmental Manipulation	Child Ghost	True	True
night	Unexplained Movements and Physical Manifestations	Male Ghost	True	False
Unknown	Unexplained Movements and Physical Manifestations	Female Ghost	False	False
morning	Ghostly Sightings	Female Ghost	False	False
night	Ghostly Sightings	Male Ghost	False	False
Unknown	Unexplained Movements and Physical Manifestations	Male Ghost	False	True
night	Object and Environmental Manipulation	Unknown	False	True
night	Sounds and Noises	Unknown	False	True
night	Violent or Tragic Deaths	Unknown	False	False
evening	Ghostly Sightings	Female Ghost	True	True
Unknown	Violent or Tragic Deaths	Unknown	False	False
night	Mysterious Occurrences	Orb	False	True
night	Violent or Tragic Deaths	Unknown	True	False
Unknown	Ghostly Sightings	Child Ghost	True	False
night	Ghostly Sightings	Unknown	True	False
night	Ghostly Sightings	Unknown	True	False
night	Ghostly Sightings	Several Ghosts	True	True
night	Ghostly Sightings	Several Ghosts	True	True
night	Violent or Tragic Deaths	Unknown	True	True
night	Ghostly Sightings	Female Ghost	True	False
Unknown	Ghostly Sightings	Several Ghosts	True	True
night	Unexplained Movements and Physical Manifestations	Unknown	True	False
Unknown	Ghostly Sightings	Child Ghost	False	True
night	Murder	Unknown	True	True
night	Ghostly Sightings	Orb	True	True
Unknown		Unknown	True	False
Unknown		Unknown	True	False
Unknown	Sounds and Noises	Child Ghost	True	True
night	Ghostly Sightings	Female Ghost	False	True
night	Violent or Tragic Deaths	Unknown	True	False
night	Object and Environmental Manipulation	Unknown	True	True
night	Unexplained Movements and Physical Manifestations	Several Ghosts	False	True
Unknown	Violent or Tragic Deaths	Unknown	True	True
Unknown	Unexplained Movements and Physical Manifestations	Female Ghost	False	False
night	Murder	Unknown	False	True
Unknown	Unexplained Movements and Physical Manifestations	Several Ghosts	False	False
night	Unexplained Movements and Physical Manifestations	Several Ghosts	True	True
Unknown	Violent or Tragic Deaths	Unknown	True	True
night	Sounds and Noises	Unknown	True	True
Unknown	Ghostly Sightings	Child Ghost	True	True
Unknown	Unexplained Movements and Physical Manifestations	Female Ghost	False	False
Unknown	Violent or Tragic Deaths	Unknown	True	False
night		Unknown	True	True
Unknown	Ghostly Sightings	Male Ghost	True	False
Unknown	Unexplained Movements and Physical Manifestations	Female Ghost	True	True
night	Violent or Tragic Deaths	Unknown	True	True
night	Sounds and Noises	Several Ghosts	False	True
night	Violent or Tragic Deaths	Orb	True	True
Unknown	Fire and Destruction	Unknown	True	True
night	Sounds and Noises	Several Ghosts	True	True
night	Sounds and Noises	Unknown	True	True
Unknown	Fire and Destruction	Unknown	True	True
Unknown	Mysterious Occurrences	Orb	False	False
Unknown	Ghostly Sightings	Several Ghosts	False	False
night	Unexplained Movements and Physical Manifestations	Unknown	True	True
night	Object and Environmental Manipulation	Child Ghost	True	True
Unknown	Unexplained Movements and Physical Manifestations	Several Ghosts	True	False
night	Unexplained Movements and Physical Manifestations	Child Ghost	True	False
night	Unexplained Movements and Physical Manifestations	Child Ghost	True	True
Unknown	Ghostly Sightings	Child Ghost	False	True
Unknown	Unexplained Movements and Physical Manifestations	Male Ghost	True	False
Unknown	Murder	Female Ghost	True	True
Unknown	Ghostly Sightings	Several Ghosts	False	False
night	Object and Environmental Manipulation	Unknown	True	True
night	Ghostly Sightings	Unknown	True	True
Unknown	Sounds and Noises	Unknown	True	True
night	Fire and Destruction	Female Ghost	False	False
Unknown	Ghostly Sightings	Child Ghost	True	False
afternoon	Ghostly Sightings	Child Ghost	False	True
night	Ghostly Sightings	Several Ghosts	True	False
Unknown		Unknown	True	False
Unknown	Ghostly Sightings	Male Ghost	True	True
night	Ghostly Sightings	Child Ghost	True	True
night	Unexplained Movements and Physical Manifestations	Female Ghost	True	True
night	Ghostly Sightings	Unknown	True	True
Unknown	Unexplained Movements and Physical Manifestations	Male Ghost	False	False
Unknown	Fire and Destruction	Unknown	False	False
Unknown	Violent or Tragic Deaths	Unknown	True	False
night	Unexplained Movements and Physical Manifestations	Several Ghosts	True	True
night	Object and Environmental Manipulation	Unknown	True	True
night		Unknown	True	False
Unknown	Ghostly Sightings	Unknown	False	True
night	Unexplained Movements and Physical Manifestations	Several Ghosts	True	True
night	Ghostly Sightings	Several Ghosts	True	True
night	Unexplained Movements and Physical Manifestations	Unknown	False	True
Unknown		Unknown	True	True
night	Ghostly Sightings	Several Ghosts	True	True
Unknown		Several Ghosts	False	False
Unknown	Ghostly Sightings	Child Ghost	True	False
morning	Violent or Tragic Deaths	Several Ghosts	True	True
Unknown		Unknown	False	True
Unknown	Violent or Tragic Deaths	Unknown	True	False
Unknown	Ghostly Sightings	Several Ghosts	True	False
night	Unexplained Movements and Physical Manifestations	Several Ghosts	True	True
night	Unexplained Movements and Physical Manifestations	Child Ghost	True	True
Unknown		Unknown	False	True
Unknown	Unexplained Movements and Physical Manifestations	Several Ghosts	True	False
night	Unexplained Movements and Physical Manifestations	Several Ghosts	False	True
Unknown		Unknown	False	False
Unknown	Murder	Unknown	True	False
Unknown	Violent or Tragic Deaths	Unknown	True	False
Unknown	Sounds and Noises	Several Ghosts	False	True
night	Sounds and Noises	Several Ghosts	False	True
Unknown	Ghostly Sightings	Male Ghost	True	True
Unknown	Ghostly Sightings	Several Ghosts	False	True
Unknown	Ghostly Sightings	Male Ghost	True	False
night	Ghostly Sightings	Female Ghost	False	True
Unknown		Unknown	True	True
night	Object and Environmental Manipulation	Several Ghosts	True	True
night		Unknown	False	True
Unknown	Ghostly Sightings	Several Ghosts	True	False
Unknown	Unexplained Movements and Physical Manifestations	Male Ghost	True	True
night	Violent or Tragic Deaths	Unknown	True	True
night	Mysterious Occurrences	Orb	True	True
Unknown	Unexplained Movements and Physical Manifestations	Unknown	True	True
night	Murder	Unknown	False	False
Unknown	Ghostly Sightings	Child Ghost	False	False
night	Sounds and Noises	Several Ghosts	True	True
Unknown	Ghostly Sightings	Child Ghost	False	False
Unknown	Violent or Tragic Deaths	Unknown	True	False
night	Mysterious Occurrences	Unknown	False	False
Unknown	Sounds and Noises	Unknown	False	True
Unknown	Ghostly Sightings	Child Ghost	True	False
Unknown	Unexplained Movements and Physical Manifestations	Unknown	True	True
night	Ghostly Sightings	Several Ghosts	True	False
Unknown	Ghostly Sightings	Male Ghost	False	False
Unknown	Murder	Unknown	False	False
night	Violent or Tragic Deaths	Female Ghost	False	True
Unknown	Ghostly Sightings	Several Ghosts	False	True
night	Ghostly Sightings	Female Ghost	True	True
night	Violent or Tragic Deaths	Unknown	False	True
night	Sounds and Noises	Male Ghost	False	True
night	Violent or Tragic Deaths	Several Ghosts	True	False
night	Unexplained Movements and Physical Manifestations	Unknown	True	True
afternoon	Unexplained Movements and Physical Manifestations	Unknown	True	True
Unknown	Ghostly Sightings	Several Ghosts	False	False
night	Object and Environmental Manipulation	Unknown	False	True
Unknown	Ghostly Sightings	Several Ghosts	False	False
night	Unexplained Movements and Physical Manifestations	Male Ghost	True	False
night	Violent or Tragic Deaths	Unknown	True	True
night	Ghostly Sightings	Male Ghost	False	True
Unknown	Unexplained Movements and Physical Manifestations	Unknown	False	True
Unknown	Ghostly Sightings	Several Ghosts	True	True
night	Sounds and Noises	Female Ghost	False	True
night	Unexplained Movements and Physical Manifestations	Unknown	False	True
Unknown		Unknown	False	False
Unknown	Ghostly Sightings	Child Ghost	True	False
morning	Mysterious Occurrences	Several Ghosts	False	True
night	Unexplained Movements and Physical Manifestations	Child Ghost	True	True
night	Violent or Tragic Deaths	Unknown	False	True
night	Violent or Tragic Deaths	Unknown	True	True
night	Unexplained Movements and Physical Manifestations	Several Ghosts	True	True
night	Mysterious Occurrences	Unknown	False	False
night		Unknown	True	False
Unknown	Sounds and Noises	Unknown	False	True
night	Sounds and Noises	Several Ghosts	True	True
Unknown	Ghostly Sightings	Unknown	True	True
Unknown	Mysterious Occurrences	Unknown	False	True
night	Ghostly Sightings	Unknown	False	True
night	Violent or Tragic Deaths	Male Ghost	True	False
night		Unknown	False	False
night	Murder	Unknown	False	True
Unknown	Ghostly Sightings	Female Ghost	False	False
Unknown	Unexplained Movements and Physical Manifestations	Male Ghost	True	False
Unknown	Murder	Unknown	True	False
Unknown	Sounds and Noises	Unknown	True	True
Unknown	Violent or Tragic Deaths	Unknown	True	True
night	Unexplained Movements and Physical Manifestations	Several Ghosts	True	True
